,lin,lin,lin,gut,gut,gut,mc,mc,mc
,A,B,C,A,B,C,A,B,C
0,0.0070061706809634835,0.004240714898460942,0.0032932819523327737,0.0069302465079565025,0.004262246004295981,0.0030920815281262376,0.006894286268072102,0.004257717591585014,0.0030737485459941065
1,0.012077000113820693,0.011251217294871598,0.0027623166680285733,0.011959887315709532,0.011192675419842152,0.0024041226930807055,0.011949262606096805,0.011195982971621065,0.0024148831728325656
2,0.008874178782573244,0.007494901913012427,0.0036088330386243464,0.007986802367444212,0.007285391194190274,0.003892193339467024,0.00805810923970299,0.007298096592906626,0.003727652701643448
3,0.009253270494124012,0.016883638239354026,0.004152707436605506,0.00920954830187512,0.016929933058386443,0.0036772577630832977,0.009244673251960768,0.016930227901429885,0.003644848801274725
4,0.005457421974762504,0.003658169293952074,0.004710782351521323,0.004197007686326862,0.0036169004839931777,0.003418832976023622,0.004158444309831413,0.0036006728999110425,0.0033327169278936156
5,0.011653701052748443,0.008360405588666029,0.003188466787902721,0.011288402159198027,0.008296237488031289,0.002417403383041106,0.011301007608180995,0.008297420503020698,0.002485433553602427
6,0.01956159514166665,0.013621379991408361,0.00448831428338866,0.019349579183774647,0.01366433871446196,0.004017507601849163,0.019353719451437594,0.013662568044076423,0.004033865287068278
7,0.009056024379710996,0.007595100144580134,0.0034218251076293693,0.008727475762761696,0.007465175031493225,0.0028234174704997914,0.008737305083749662,0.007467647555662217,0.0028927915840839
8,0.008862860270008316,0.007288324436134194,0.0026439630646277893,0.00864139286876395,0.0072173112138977785,0.0029928469481176013,0.008621845332591412,0.007211493266655181,0.0028097957529160346
9,0.015001719133300844,0.008868275089601484,0.004464639680087888,0.014691193515675592,0.008898200718142771,0.0037936611012831466,0.014678324880921705,0.00890045854384775,0.0037186352201012203
10,0.011962329762239718,0.008032308947609297,0.005389107757277506,0.011499431702765663,0.008133173579481139,0.004359148428304154,0.011497202059366914,0.008132909646371964,0.004356202447140084
11,0.01720396016601259,0.01527895124418928,0.004477661083505706,0.01687892307571331,0.015252686131924613,0.003872953193777377,0.016849294444851573,0.015265960856021324,0.003988790233819312
12,0.004978204358376924,0.007187048928099139,0.002686583082593626,0.00440636214894731,0.007103148446164044,0.0025800415358836057,0.004407464799938815,0.00710170164268342,0.002602419666357987
13,0.011323624296601506,0.01124875667199043,0.00397980122470103,0.01128832185504398,0.01123499854244947,0.003655500220280693,0.01125912747330847,0.011237921036145794,0.0036847624491651103
14,0.012419492048436018,0.01032668236955969,0.0037295227559818126,0.012117791817624245,0.01031885389047701,0.0033088923604533828,0.012115037054850954,0.010320056972558538,0.003353496149272237
15,0.00440982004263766,0.005631460797683552,0.0032981944611610685,0.0041633202286377536,0.00560783312633475,0.0037899033456363015,0.004096731128370347,0.005599944982418886,0.0034755434662720494
16,0.015462630592082784,0.009130724894885107,0.003789289342452792,0.015228934367256664,0.009165389621808597,0.0034021030966756315,0.01523002464944953,0.009164851068055927,0.0033997774478872226
17,0.010554659546737016,0.00440922680247048,0.0038952331533503924,0.009847908347883337,0.004287910153687331,0.003093023912498084,0.009864045986980242,0.004285955756604201,0.0031198248097257953
18,0.0062386126209865184,0.0067602667324870675,0.004892631024185445,0.005756023999126629,0.006744738624525634,0.004304061036776942,0.0057597069598755305,0.006745287282145708,0.004340948312550064
19,0.006200744165275205,0.009100534327922715,0.003059602378804019,0.006034000066260181,0.00907235846538847,0.0026288018983995614,0.006135005167061719,0.009089254834739376,0.0027730993173999026
20,0.00994988532663533,0.013500510594374229,0.00392934502111104,0.009499738606518954,0.013439739528064812,0.0033311314237711113,0.009487942193694048,0.013438717603318188,0.0032970656626832447
21,0.006656265198289595,0.012081497501622454,0.0032929439635114525,0.006272833265128698,0.012067651881293572,0.00293173967410987,0.006293215795744322,0.012064936495915753,0.002980330503483717
22,0.010252186534187198,0.0058704177377867095,0.004326757193032752,0.009706649072680667,0.005888732202676804,0.0032062933266703963,0.00966881583899609,0.005885890573636943,0.002955083031995966
23,0.003423146116586644,0.003855037469720665,0.003726550523689135,0.003644326076625306,0.004030796956529882,0.0032342010832148633,0.003758065288467487,0.004030479743033107,0.0032187953957703314
24,0.009629228137289145,0.01841317474210772,0.002948340006706409,0.00976076692688806,0.018337378014689393,0.003951639737922499,0.009694326384386935,0.01833304692603366,0.0036033319611876967
