,Run time [s],Filter
0,0.3044172999980219,gut
1,0.32788369999980205,gut
2,0.3183181999993394,gut
3,0.36804969999866444,gut
4,0.3415586999981315,gut
5,0.32802409999931115,gut
6,0.33898259999841684,gut
7,0.32366130000082194,gut
8,0.3446488000008685,gut
9,0.31956519999948796,gut
10,0.34633860000030836,gut
11,0.3667996999975003,gut
12,0.3630158999985724,gut
13,0.3157959000018309,gut
14,0.3181651000013517,gut
15,0.3724892999998701,gut
16,0.3376449999996112,gut
17,0.3176296999990882,gut
18,0.3519553000005544,gut
19,0.3358507000011741,gut
20,0.3512795999995433,gut
21,0.3228678999985277,gut
22,0.33482419999927515,gut
23,0.339788099998259,gut
24,0.3353328999983205,gut
25,0.36094690000027185,gut
26,0.38577450000229874,gut
27,0.32523479999872507,gut
28,0.33238490000076126,gut
29,0.3292518999987806,gut
30,0.3218492999985756,gut
31,0.32762189999994007,gut
32,0.3362005000017234,gut
33,0.32520750000185217,gut
34,0.3583397000002151,gut
35,0.3420280999998795,gut
36,0.33410640000147396,gut
37,0.3240592000001925,gut
38,0.3155822000007902,gut
39,0.35026010000001406,gut
40,0.3469955000000482,gut
41,0.32902820000163047,gut
42,0.3228262000011455,gut
43,0.3711321000009775,gut
44,0.3374242000027152,gut
45,0.3430368000008457,gut
46,0.3330342000008386,gut
47,0.3169816000008723,gut
48,0.3383106000001135,gut
49,0.36371040000085486,gut
50,0.3326231999999436,gut
51,0.34834939999927883,gut
52,0.325585400001728,gut
53,0.33560079999733716,gut
54,0.33578279999710503,gut
55,0.3367385000019567,gut
56,0.3660055000000284,gut
57,0.3532898999983445,gut
58,0.35435989999677986,gut
59,0.3415448000014294,gut
60,0.3206960999996227,gut
61,0.336821200002305,gut
62,0.37518640000052983,gut
63,0.34508439999990514,gut
64,0.37459900000249036,gut
65,0.3138969999999972,gut
66,0.34269029999995837,gut
67,0.3289846000006946,gut
68,0.3283043000010366,gut
69,0.33753280000019004,gut
70,0.35166600000229664,gut
71,0.3267104999977164,gut
72,0.31713830000080634,gut
73,0.32811579999906826,gut
74,0.3736265000006824,gut
75,0.3226658999992651,gut
76,0.3305307000009634,gut
77,0.3358177000009164,gut
78,0.3470333999975992,gut
79,0.37575619999915943,gut
80,0.4002050999988569,gut
81,0.43931249999877764,gut
82,0.43000969999775407,gut
83,0.34455030000026454,gut
84,0.3334738000012294,gut
85,0.3533035000000382,gut
86,0.33726369999931194,gut
87,0.36349499999778345,gut
88,0.401845600001252,gut
89,0.34122390000266023,gut
90,0.3212647000000288,gut
91,0.3394154999987222,gut
92,0.3694019000031403,gut
93,0.34819900000002235,gut
94,0.3557889999974577,gut
95,0.35232360000009066,gut
96,0.3465961000001698,gut
97,0.3379988999986381,gut
98,0.36528980000002775,gut
99,0.35567660000015167,gut
100,0.12217560000135563,lin
101,0.14481979999982286,lin
102,0.1622730999988562,lin
103,0.1722793000008096,lin
104,0.14950780000071973,lin
105,0.1501166000016383,lin
106,0.1451520000009623,lin
107,0.14522650000071735,lin
108,0.17289960000198334,lin
109,0.14011430000027758,lin
110,0.1485616999998456,lin
111,0.14949560000241036,lin
112,0.14514889999918523,lin
113,0.1530468999990262,lin
114,0.14118299999972805,lin
115,0.15972549999787589,lin
116,0.1476145999986329,lin
117,0.14920530000017607,lin
118,0.14686729999812087,lin
119,0.14002649999747518,lin
120,0.14760419999947771,lin
121,0.16661979999844334,lin
122,0.1678872999982559,lin
123,0.14644200000111596,lin
124,0.14871910000147182,lin
125,0.17414629999984754,lin
126,0.15178390000073705,lin
127,0.14648050000323565,lin
128,0.14705999999932828,lin
129,0.14791719999993802,lin
130,0.1461367000010796,lin
131,0.16858769999817014,lin
132,0.14536090000183322,lin
133,0.14691129999846453,lin
134,0.15214669999841135,lin
135,0.14590940000198316,lin
136,0.14671119999911753,lin
137,0.14712439999857452,lin
138,0.1374985000002198,lin
139,0.15146810000078403,lin
140,0.14725320000070496,lin
141,0.15058900000076392,lin
142,0.14265289999821107,lin
143,0.1494353999987652,lin
144,0.14632759999949485,lin
145,0.1523428000000422,lin
146,0.14815420000013546,lin
147,0.1448251000001619,lin
148,0.14584950000062236,lin
149,0.1631426999992982,lin
150,0.1479429999999411,lin
151,0.16661409999869647,lin
152,0.15157259999978123,lin
153,0.14893230000234325,lin
154,0.14196050000100513,lin
155,0.14521889999741688,lin
156,0.14711299999908078,lin
157,0.14806660000249394,lin
158,0.15575790000002598,lin
159,0.1511833000004117,lin
160,0.16483169999992242,lin
161,0.15391470000031404,lin
162,0.1454102999996394,lin
163,0.147673899999063,lin
164,0.14572400000179186,lin
165,0.1484124000016891,lin
166,0.14814389999810373,lin
167,0.14964700000200537,lin
168,0.16373100000055274,lin
169,0.14803370000299765,lin
170,0.14961059999768622,lin
171,0.146696100000554,lin
172,0.14550519999829703,lin
173,0.1556230999995023,lin
174,0.16526680000242777,lin
175,0.14158909999969183,lin
176,0.1488881000004767,lin
177,0.16061679999984335,lin
178,0.20314370000050985,lin
179,0.17875580000327318,lin
180,0.19568640000215964,lin
181,0.19798829999854206,lin
182,0.20975569999791333,lin
183,0.1627740999974776,lin
184,0.15445180000097025,lin
185,0.15670800000225427,lin
186,0.15573939999740105,lin
187,0.17049770000085118,lin
188,0.2045183000009274,lin
189,0.14808780000021216,lin
190,0.14486749999923632,lin
191,0.14773880000211648,lin
192,0.20339740000054007,lin
