,Run time [s],Filter
0,0.35025929999937944,gut
1,0.37203759999829344,gut
2,0.3528511999975308,gut
3,0.3598852999966766,gut
4,0.32386500000211527,gut
5,0.3835990000006859,gut
6,0.35328219999792054,gut
7,0.3575330000021495,gut
8,0.34969289999935427,gut
9,0.3705626000009943,gut
10,0.3900121000006038,gut
11,0.35791579999931855,gut
12,0.3616232999993372,gut
13,0.384741000001668,gut
14,0.3600082000011753,gut
15,0.3694848000013735,gut
16,0.36452310000095167,gut
17,0.3591539999979432,gut
18,0.35763460000089253,gut
19,0.3670549000016763,gut
20,0.37637699999686447,gut
21,0.36975410000013653,gut
22,0.35170300000027055,gut
23,0.3563694000004034,gut
24,0.36240189999807626,gut
25,0.3724391999967338,gut
26,0.3704241999985243,gut
27,0.3722009999983129,gut
28,0.37625280000065686,gut
29,0.398023199999443,gut
30,0.3673275000001013,gut
31,0.37025659999926575,gut
32,0.3858518000015465,gut
33,0.38196329999846057,gut
34,0.38964280000072904,gut
35,0.4006874999977299,gut
36,0.3833783999980369,gut
37,0.3544545000004291,gut
38,0.35353220000251895,gut
39,0.36001450000185287,gut
40,0.3785786000007647,gut
41,0.36922279999998864,gut
42,0.37044800000148825,gut
43,0.3436781999989762,gut
44,0.348645399997622,gut
45,0.3926870000032068,gut
46,0.343610500000068,gut
47,0.3508311000005051,gut
48,0.4183483000015258,gut
49,0.3555100000012317,gut
50,0.36517300000195974,gut
51,0.36912129999836907,gut
52,0.3549107999970147,gut
53,0.37611889999971027,gut
54,0.3590191999974195,gut
55,0.3639173000010487,gut
56,0.3645469000002777,gut
57,0.325783299998875,gut
58,0.3570107999985339,gut
59,0.34907839999868884,gut
60,0.3353998999991745,gut
61,0.3572348999987298,gut
62,0.3578489999999874,gut
63,0.35662060000322526,gut
64,0.3544804999983171,gut
65,0.3697061999992002,gut
66,0.36166420000154176,gut
67,0.3698384999988775,gut
68,0.37003760000152397,gut
69,0.3523040000000037,gut
70,0.3502568000003521,gut
71,0.3537615999994159,gut
72,0.35519639999984065,gut
73,0.3541532000017469,gut
74,0.3730697999999393,gut
75,0.36355900000125985,gut
76,0.37116519999835873,gut
77,0.37047399999937625,gut
78,0.38993420000042534,gut
79,0.38150450000102865,gut
80,0.361105600000883,gut
81,0.3584580000024289,gut
82,0.3585611999988032,gut
83,0.3817973000004713,gut
84,0.3891676999992342,gut
85,0.3620394000026863,gut
86,0.38714400000026217,gut
87,0.39619200000015553,gut
88,0.3797636000017519,gut
89,0.35922410000057425,gut
90,0.35440180000296095,gut
91,0.346853099999862,gut
92,0.3836362000001827,gut
93,0.37687409999853116,gut
94,0.3624990999996953,gut
95,0.3603502000005392,gut
96,0.374034100001154,gut
97,0.3832253000000492,gut
98,0.37101439999969443,gut
99,0.3731554999976652,gut
100,0.13730179999947723,lin
101,0.15085519999774988,lin
102,0.1447958999997354,lin
103,0.14558109999779845,lin
104,0.1563495000009425,lin
105,0.1452809000002162,lin
106,0.14471100000082515,lin
107,0.14583130000028177,lin
108,0.1433508999980404,lin
109,0.14460959999996703,lin
110,0.18104400000083842,lin
111,0.14832139999998617,lin
112,0.15225490000011632,lin
113,0.15294129999892903,lin
114,0.15223360000163666,lin
115,0.13736119999884977,lin
116,0.1488664999997127,lin
117,0.14886429999751272,lin
118,0.16289139999935287,lin
119,0.15230520000113756,lin
120,0.1543803000022308,lin
121,0.15174900000056368,lin
122,0.14122910000151023,lin
123,0.14883389999886276,lin
124,0.15211760000238428,lin
125,0.13934440000230097,lin
126,0.14821259999735048,lin
127,0.15621619999728864,lin
128,0.15049699999872246,lin
129,0.15158789999986766,lin
130,0.16015580000021146,lin
131,0.1521080999991682,lin
132,0.15237029999843799,lin
133,0.1518285999991349,lin
134,0.15828310000142665,lin
135,0.17285650000121677,lin
136,0.15635829999882844,lin
137,0.15903070000058506,lin
138,0.1534304000015254,lin
139,0.1515837000006286,lin
140,0.15144109999891953,lin
141,0.14753009999913047,lin
142,0.15044829999897047,lin
143,0.14583739999943646,lin
144,0.1562658000002557,lin
145,0.15678050000133226,lin
146,0.14353470000060042,lin
147,0.1515006000008725,lin
148,0.16357129999960307,lin
149,0.14491330000237213,lin
150,0.14999629999874742,lin
151,0.14988979999907315,lin
152,0.14731559999927413,lin
153,0.17039789999762434,lin
154,0.15437260000180686,lin
155,0.14937900000222726,lin
156,0.15343959999881918,lin
157,0.14364170000044396,lin
158,0.14173719999962486,lin
159,0.14467839999997523,lin
160,0.1456980000002659,lin
161,0.15009730000019772,lin
162,0.16000939999867114,lin
163,0.1700855999988562,lin
164,0.14726169999994454,lin
165,0.16493310000078054,lin
166,0.14584990000003017,lin
167,0.15024460000131512,lin
168,0.1692577000030724,lin
169,0.15752740000243648,lin
170,0.14529579999725684,lin
171,0.14528939999945578,lin
172,0.15109189999930095,lin
173,0.14639330000136397,lin
174,0.14568270000017947,lin
175,0.16248610000184271,lin
176,0.1510350999997172,lin
177,0.14889119999861578,lin
178,0.14510080000036396,lin
179,0.15945700000156648,lin
180,0.14962569999988773,lin
181,0.15967700000328477,lin
182,0.15262250000159838,lin
183,0.15174209999895538,lin
184,0.14836030000151368,lin
185,0.15057879999949364,lin
186,0.16102200000023004,lin
187,0.17782630000147037,lin
188,0.154165700001613,lin
189,0.14897199999904842,lin
190,0.1467562999969232,lin
191,0.14944939999986673,lin
192,0.18343770000137738,lin
193,0.15554400000110036,lin
194,0.1440151999995578,lin
195,0.1574929999987944,lin
196,0.15452060000097845,lin
197,0.16845590000230004,lin
198,0.16600090000065393,lin
199,0.1453975000003993,lin
200,23.216368100002,mc
201,23.468922299998667,mc
202,23.18090039999879,mc
203,22.851666799997474,mc
204,22.464206299999205,mc
205,23.862491800002317,mc
206,23.26684199999727,mc
207,23.103297000001476,mc
208,23.150150599998597,mc
209,23.693244500002038,mc
210,24.355656399999134,mc
211,23.825713800000813,mc
212,24.224746500000037,mc
213,24.285224999999627,mc
214,23.61713460000101,mc
215,24.14891070000158,mc
216,24.18561829999817,mc
217,24.10804239999925,mc
218,24.703429799999867,mc
219,24.28174450000006,mc
220,24.606080100002146,mc
221,24.08126429999902,mc
222,23.68392550000135,mc
223,24.540279299999384,mc
224,23.692481099998986,mc
225,24.251991099998122,mc
226,24.08299850000185,mc
227,24.451664399999572,mc
228,23.98532460000206,mc
229,23.73720410000169,mc
230,24.529655399997864,mc
231,24.073191499999666,mc
232,24.248801699999603,mc
233,24.074247900000046,mc
234,24.45450560000245,mc
235,24.40317899999718,mc
236,23.340489199999865,mc
237,23.39360779999697,mc
238,23.44455730000118,mc
239,23.33883380000043,mc
240,23.541358200000104,mc
241,22.78742969999803,mc
242,23.28735339999912,mc
243,23.584848300000886,mc
244,23.291225700002542,mc
245,23.22598420000213,mc
246,23.364128899997013,mc
247,23.827733699999953,mc
248,23.455932000000757,mc
249,23.422583799998392,mc
250,23.132938099999592,mc
251,23.352141200000915,mc
252,23.821505400002934,mc
253,23.50103669999953,mc
254,23.58303629999864,mc
255,23.536934499999916,mc
256,23.398345199999312,mc
257,23.884283300001698,mc
258,24.375698799998645,mc
259,23.641050399997766,mc
260,23.16823849999855,mc
261,23.40474229999745,mc
262,23.50960699999996,mc
263,23.092806000000564,mc
264,23.312649700001202,mc
265,23.015837700000702,mc
266,23.339233599999716,mc
267,23.567953300000227,mc
268,22.89288349999697,mc
269,23.32045300000027,mc
270,23.801535700000386,mc
271,23.504053399999975,mc
272,23.452315999998973,mc
273,23.448967000000266,mc
274,23.367975099998148,mc
275,23.165842400001566,mc
276,23.307961499998783,mc
277,23.46532859999934,mc
278,23.60289879999982,mc
279,23.73145520000253,mc
280,23.042145299998083,mc
281,23.217762199998106,mc
282,23.19662099999914,mc
283,22.982984499998565,mc
284,23.57832189999681,mc
285,24.138221299999714,mc
286,25.91586390000157,mc
287,24.103875799999514,mc
288,23.647094999996625,mc
289,23.722823599997355,mc
290,23.331684400000086,mc
291,23.795965100001922,mc
292,23.752542500002164,mc
293,23.452083399999538,mc
294,23.575039499999548,mc
295,23.13024719999885,mc
296,23.593970900001295,mc
297,23.784980399999768,mc
298,23.397547500000655,mc
299,23.65331209999931,mc
